filename,width,height,class,xmin,ymin,xmax,ymax
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,432,639,559,720
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,514,651,623,720
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,586,616,677,720
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,239,645,279,688
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,283,507,318,551
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,354,500,381,531
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,528,275,562,308
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,0,361,44,429
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,16,363,74,433
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,22,294,100,385
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,73,257,144,359
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,120,173,155,207
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,216,339,244,363
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,231,327,255,353
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,246,321,270,349
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,333,235,359,263
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,173,0,229,58
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,199,0,256,50
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,350,124,374,146
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,477,174,540,254
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,519,152,605,262
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,523,207,596,295
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,874,594,899,620
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,907,566,936,600
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,938,540,965,572
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,943,565,969,595
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,962,554,998,587
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,922,492,963,533
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,711,509,730,529
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,719,490,744,519
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,808,284,837,312
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,768,108,794,138
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,798,266,824,307
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,546,277,586,323
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,893,289,939,340
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,1079,247,1146,316
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,888,544,921,581
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,1038,341,1060,364
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,1050,342,1068,361
tomates_2020-08-06-11-35-15_side_0216.jpg,1280,720,Tomato,1126,301,1182,371
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,912,68,993,143
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,338,172,379,223
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,55,311,146,409
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,63,395,160,530
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,120,389,254,533
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,48,171,82,210
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,651,217,790,348
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,684,291,828,418
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,987,42,1066,149
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,785,162,879,253
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,836,197,918,299
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,828,107,911,207
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,876,148,959,241
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,964,620,1064,720
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,892,660,998,720
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,206,572,286,667
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,248,573,325,651
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,300,527,407,670
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,78,52,104,76
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,109,30,141,61
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,249,16,317,87
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,244,0,336,54
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,926,95,1016,205
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,961,294,1036,384
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,888,578,989,693
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,980,529,1070,666
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,572,620,622,688
tomates_2020-08-06-11-35-15_side_0159.jpg,1280,720,Tomato,300,0,376,57
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,320,654,394,720
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,380,667,440,720
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,358,610,422,698
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,286,560,392,683
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,358,537,425,616
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,297,492,386,598
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,488,573,512,601
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,533,438,551,457
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,545,433,565,453
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,290,179,397,261
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,347,227,419,300
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,710,141,736,166
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,714,120,741,149
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,732,108,757,135
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,825,178,872,227
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,861,183,896,230
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,805,105,851,163
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,812,137,858,195
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,864,111,910,160
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,498,589,525,617
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,925,73,953,100
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,507,508,528,533
tomates_2020-08-06-11-35-15_side_0133.jpg,1280,720,Tomato,516,511,535,530
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,82,409,113,446
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,10,0,41,29
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,516,661,576,720
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,552,675,609,720
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,1026,130,1078,182
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,62,666,93,693
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,108,659,141,691
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,92,644,122,677
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,64,563,97,592
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,105,611,138,639
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,46,626,73,654
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,319,489,350,527
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,76,636,100,660
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,91,627,114,648
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,57,417,86,452
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,61,446,103,479
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,51,460,86,496
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,68,300,95,324
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,70,318,100,349
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,98,320,129,350
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,91,332,106,349
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,100,265,131,298
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,175,463,204,501
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,178,414,211,449
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,196,451,230,489
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,214,406,247,449
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,409,352,440,383
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,621,632,647,660
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,570,97,617,147
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,612,127,650,173
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,510,242,558,308
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,543,234,593,290
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,579,240,626,295
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,306,514,338,550
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,293,509,327,539
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,639,153,664,180
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,619,169,647,201
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,982,509,1026,551
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,225,266,246,288
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,225,308,246,333
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,210,309,233,332
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,206,295,231,318
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,202,282,225,302
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,267,144,294,176
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,696,613,723,643
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,583,140,610,177
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,627,654,651,677
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,31,613,56,640
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,1030,329,1066,365
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,1020,570,1049,600
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,1215,167,1235,186
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,1188,164,1211,188
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,1209,179,1228,202
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,1193,174,1216,199
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,698,639,724,670
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,731,563,771,605
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,1044,684,1115,720
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,363,276,391,311
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,346,289,376,326
tomates_2020-08-06-11-35-15_side_0094.jpg,1280,720,Tomato,382,263,411,296
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,216,295,251,334
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,764,465,788,492
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,361,608,388,634
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,904,218,937,248
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,918,301,952,333
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1004,239,1067,300
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,966,223,992,249
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,914,186,941,212
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,701,593,725,621
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,594,498,629,539
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,222,331,256,367
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1021,409,1037,428
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,371,590,395,630
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,569,236,595,271
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,445,517,462,536
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1004,399,1022,418
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,71,63,89,84
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,56,61,76,85
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,51,80,71,102
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,33,89,52,107
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,24,97,43,117
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,534,257,558,283
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,567,388,597,415
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,555,410,589,448
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,429,511,451,531
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,433,493,452,514
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,424,477,449,504
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,583,80,618,118
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,570,86,600,124
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,244,134,304,190
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,213,201,256,252
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,198,350,230,388
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,215,368,244,400
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,232,385,260,415
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,941,342,969,374
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,917,329,951,368
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,987,270,1059,337
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1029,284,1093,340
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1036,236,1103,297
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1055,190,1117,243
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1073,134,1126,176
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,159,485,253,581
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1060,163,1103,203
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,661,645,683,664
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,738,595,757,617
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,237,213,289,271
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,932,216,957,244
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,113,500,186,578
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,716,615,740,638
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,722,593,746,617
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,776,498,803,525
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1034,552,1120,621
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,1047,494,1136,583
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,932,39,958,74
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,899,44,929,73
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,895,65,926,95
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,568,214,595,243
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,552,222,589,253
tomates_2020-08-06-11-35-15_side_0075.jpg,1280,720,Tomato,539,227,571,264
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,588,88,669,181
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,567,564,675,694
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,647,525,754,664
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,625,613,739,720
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,213,582,238,612
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,0,159,124,309
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,0,247,107,394
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,64,238,190,366
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,200,85,225,115
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,392,666,442,715
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,571,661,658,720
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,589,277,657,369
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,684,173,766,295
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,664,116,756,199
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,655,33,755,146
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,500,194,583,278
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,457,161,543,256
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,497,102,580,184
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,578,56,662,129
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,593,154,667,229
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,539,139,612,226
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,233,483,258,511
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,356,88,387,117
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,337,151,364,180
tomates_2020-08-06-11-35-15_side_0171.jpg,1280,720,Tomato,316,177,339,204
tomates_2020-08-06-11-35-15_side_0230.jpg,1280,720,Tomato,454,13,478,38
tomates_2020-08-06-11-35-15_side_0230.jpg,1280,720,Tomato,67,371,142,429
tomates_2020-08-06-11-35-15_side_0230.jpg,1280,720,Tomato,511,152,542,184
tomates_2020-08-06-11-35-15_side_0230.jpg,1280,720,Tomato,4,408,64,470
tomates_2020-08-06-11-35-15_side_0230.jpg,1280,720,Tomato,74,331,157,403
